DISTRICT,DPEMSPEC,DPEMSPEP,DPEMSPET,DPET504C,DPET504P,DPETALLC,DPETASIC,DPETASIP,DPETATTC,DPETATTD,DPETATTP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETDSLC,DPETDSLP,DPETECOC,DPETECOP,DPETFEMC,DPETFEMP,DPETFOSC,DPETFOSP,DPETGIFC,DPETGIFP,DPETHISC,DPETHISP,DPETHOMC,DPETHOMP,DPETIMMC,DPETIMMP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETMALC,DPETMALP,DPETMIGC,DPETMIGP,DPETMLCC,DPETMLCP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTT1C,DPETTT1P,DPETTWOC,DPETTWOP,DPETWHIC,DPETWHIP,DPNTBILC,DPNTBILP,DPNTGIFC,DPNTGIFP,DPNTSPEC,DPNTSPEP
"'031905",35,9.1,383,176,5.7,3094,1,0,237,2298,10.3,400,12.9,5,0.2,56,1.6,101,3.3,2609,84.3,1529,49.4,10,0.3,160,5.2,2991,96.7,233,7.5,24,0.8,9,0.3,419,13.5,1565,50.6,154,5,29,0.9,485,15.7,0,0,1413,45.7,411,13.3,3094,100,12,0.4,76,2.5,400,12.9,160,5.2,411,13.3
"'031906",167,12.5,1336,780,7.4,10522,24,0.2,807,8292,9.7,1975,18.8,12,0.1,144,1.3,756,7.2,8462,80.4,5093,48.4,33,0.3,738,7,10174,96.7,36,0.3,61,0.6,4,0,2118,20.1,5429,51.6,103,1,64,0.6,2060,19.6,0,0,5281,50.2,1406,13.4,10522,100,12,0.1,296,2.8,1975,18.8,739,7,1413,13.4
"'031909",26,12.8,203,88,4.2,2072,6,0.3,270,1762,15.3,735,35.5,8,0.4,52,2.3,35,1.7,1822,87.9,1007,48.6,0,0,119,5.7,1917,92.5,136,6.6,19,0.9,4,0.2,781,37.7,1065,51.4,0,0,9,0.4,250,12.1,0,0,1312,63.3,207,10,2072,100,7,0.3,130,6.3,735,35.5,119,5.7,207,10
"'031911",14,7,200,91,5.3,1730,0,0,145,1442,10.1,186,10.8,5,0.3,33,1.7,56,3.2,1572,90.9,869,50.2,2,0.1,80,4.6,1671,96.6,15,0.9,15,0.9,1,0.1,206,11.9,861,49.8,76,4.4,16,0.9,158,9.1,0,0,1011,58.4,223,12.9,1728,99.9,2,0.1,51,2.9,186,10.7,80,4.6,224,12.9
"'031912",252,22,1148,446,4.6,9721,2,0,998,7356,13.6,2092,21.5,9,0.1,186,1.7,245,2.5,8605,88.5,4679,48.1,50,0.5,392,4,9627,99,101,1,103,1.1,1,0,2270,23.4,5042,51.9,619,6.4,77,0.8,1116,11.5,1,0,6167,63.4,1053,10.8,9621,99,10,0.1,71,0.7,2094,21.5,392,4,1059,10.9
"'031913",4,7.5,53,5,0.8,602,0,0,48,493,9.7,226,37.5,1,0.2,6,0.9,7,1.2,593,98.5,300,49.8,0,0,79,13.1,593,98.5,0,0,4,0.7,0,0,233,38.7,302,50.2,54,9,2,0.3,9,1.5,0,0,394,65.4,51,8.5,602,100,2,0.3,6,1,226,37.4,79,13.1,53,8.8
"'031914",4,2.9,139,25,2.7,934,0,0,84,761,11,173,18.5,0,0,15,1.4,15,1.6,828,88.7,405,43.4,11,1.2,32,3.4,922,98.7,0,0,6,0.6,0,0,181,19.4,529,56.6,33,3.5,21,2.2,106,11.3,0,0,645,69.1,153,16.4,934,100,1,0.1,11,1.2,173,18.5,32,3.4,154,16.5
"'031916",8,5.3,150,193,4.6,4194,328,7.8,283,2921,9.7,327,7.8,36,0.9,31,0.7,93,2.2,2003,47.8,2335,55.7,2,0,657,15.7,3562,84.9,10,0.2,0,0,4,0.1,334,8,1859,44.3,29,0.7,18,0.4,2191,52.2,1,0,921,22,140,3.3,4194,100,31,0.7,232,5.5,327,7.8,657,15.7,140,3.3
"'032902",32,12.5,256,252,10.8,2344,19,0.8,190,1486,12.8,414,17.7,370,15.8,46,1.8,67,2.9,1838,78.4,1104,47.1,8,0.3,103,4.4,1025,43.7,14,0.6,12,0.5,1,0,426,18.2,1240,52.9,5,0.2,66,2.8,506,21.6,1,0,1149,49,239,10.2,2344,100,88,3.8,840,35.8,414,17.6,103,4.4,242,10.3
"'033901",3,10.7,28,23,16.8,137,1,0.7,22,143,15.4,2,1.5,1,0.7,2,1.2,22,16.1,32,23.4,68,49.6,3,2.2,3,2.2,15,10.9,2,1.5,0,0,1,0.7,2,1.5,69,50.4,0,0,3,2.2,105,76.6,0,0,30,21.9,23,16.8,137,100,2,1.5,117,85.4,2,1.5,3,2.2,23,16.8
"'033902",9,11,82,91,13.7,666,3,0.5,65,516,12.6,6,0.9,5,0.8,1,0.1,92,13.8,201,30.2,325,48.8,8,1.2,64,9.6,58,8.7,14,2.1,0,0,4,0.6,6,0.9,341,51.2,0,0,66,9.9,465,69.8,0,0,241,36.2,83,12.5,310,46.5,13,2,583,87.5,6,0.9,64,9.6,85,12.7
"'033904",1,2.4,42,23,6.2,373,1,0.3,46,313,14.7,13,3.5,0,0,3,0.8,25,6.7,175,46.9,179,48,2,0.5,29,7.8,63,16.9,12,3.2,0,0,2,0.5,14,3.8,194,52,0,0,4,1.1,198,53.1,0,0,112,30,48,12.9,373,100,2,0.5,305,81.8,13,3.5,29,7.8,48,12.9
"'034901",25,10.8,231,182,9.9,1839,14,0.8,139,1326,10.5,34,1.8,589,32,20,1,119,6.5,1274,69.3,872,47.4,7,0.4,173,9.4,164,8.9,76,4.1,0,0,8,0.4,34,1.8,967,52.6,0,0,12,0.7,565,30.7,0,0,522,28.4,240,13.1,1838,99.9,108,5.9,956,52,34,1.8,173,9.4,249,13.5
"'034902",4,28.6,14,12,8.6,140,1,0.7,29,131,22.1,2,1.4,21,15,0,0,6,4.3,116,82.9,62,44.3,1,0.7,2,1.4,9,6.4,0,0,0,0,3,2.1,2,1.4,78,55.7,0,0,0,0,24,17.1,0,0,46,32.9,17,12.1,140,100,9,6.4,97,69.3,2,1.4,2,1.4,17,12.1
"'034903",14,10.2,137,179,16,1121,5,0.4,166,961,17.3,38,3.4,116,10.3,16,1.2,121,10.8,598,53.3,547,48.8,8,0.7,46,4.1,138,12.3,10,0.9,0,0,3,0.3,40,3.6,574,51.2,0,0,2,0.2,523,46.7,1,0.1,557,49.7,131,11.7,1121,100,25,2.2,833,74.3,38,3.4,46,4.1,131,11.7
"'034905",13,14.9,87,77,12.3,626,3,0.5,84,516,16.3,29,4.6,102,16.3,6,0.8,50,8,390,62.3,311,49.7,0,0,48,7.7,49,7.8,0,0,0,0,1,0.2,29,4.6,315,50.3,0,0,14,2.2,236,37.7,0,0,180,28.8,81,12.9,626,100,36,5.8,435,69.5,29,4.6,48,7.7,81,12.9
"'034906",1,2,49,51,12.9,395,0,0,33,271,12.2,0,0,5,1.3,1,0.2,56,14.2,158,40,201,50.9,0,0,35,8.9,15,3.8,0,0,0,0,2,0.5,0,0,194,49.1,0,0,0,0,237,60,0,0,184,46.6,49,12.4,395,100,16,4.1,357,90.4,0,0,35,8.8,49,12.4
"'034907",42,27.1,155,156,16.3,959,2,0.2,129,804,16,2,0.2,131,13.7,7,0.6,98,10.2,557,58.1,466,48.6,0,0,71,7.4,33,3.4,41,4.3,0,0,11,1.1,2,0.2,493,51.4,0,0,3,0.3,402,41.9,0,0,488,50.9,138,14.4,959,100,41,4.3,741,77.3,2,0.2,71,7.4,138,14.4
"'034909",2,10.5,19,18,7.2,249,3,1.2,59,259,22.8,4,1.6,8,3.2,3,1,22,8.8,206,82.7,137,55,0,0,4,1.6,11,4.4,0,0,0,0,0,0,4,1.6,112,45,0,0,0,0,43,17.3,0,0,120,48.2,31,12.4,249,100,2,0.8,225,90.4,4,1.6,4,1.6,32,12.8
"'035901",16,15.5,103,34,2.9,1181,5,0.4,112,997,11.2,262,22.2,10,0.8,27,2.1,20,1.7,842,71.3,582,49.3,1,0.1,48,4.1,1069,90.5,12,1,27,2.3,0,0,289,24.5,599,50.7,42,3.6,15,1.3,339,28.7,0,0,628,53.2,105,8.9,1180,99.9,2,0.2,95,8,262,22.2,48,4.1,106,9
"'035902",6,40,15,7,3.3,212,0,0,23,197,11.7,54,25.5,0,0,0,0,4,1.9,174,82.1,106,50,0,0,6,2.8,198,93.4,31,14.6,0,0,0,0,52,24.5,106,50,19,9,0,0,38,17.9,0,0,134,63.2,20,9.4,212,100,1,0.5,13,6.1,54,25.5,6,2.8,20,9.4
"'035903",1,7.1,14,17,6.8,250,0,0,13,235,5.5,3,1.2,1,0.4,1,0.4,17,6.8,35,14,123,49.2,0,0,3,1.2,22,8.8,0,0,0,0,3,1.2,2,0.8,127,50.8,0,0,5,2,215,86,0,0,29,11.6,14,5.6,250,100,6,2.4,218,87.2,3,1.2,3,1.2,14,5.6
"'036901",18,11.4,158,103,7.8,1323,25,1.9,114,1046,10.9,92,7,141,10.7,22,1.6,62,4.7,612,46.3,627,47.4,4,0.3,64,4.8,458,34.6,42,3.2,3,0.2,2,0.2,92,7,696,52.6,0,0,64,4.8,711,53.7,0,0,423,32,146,11,929,70.2,60,4.5,637,48.1,92,6.9,64,4.8,149,11.2
"'036902",85,13.9,612,406,6.3,6410,86,1.3,455,4474,10.2,242,3.8,228,3.6,72,1.1,243,3.8,1571,24.5,3152,49.2,12,0.2,453,7.1,1692,26.4,15,0.2,22,0.3,20,0.3,240,3.7,3258,50.8,0,0,564,8.8,4839,75.5,0,0,1976,30.8,653,10.2,3116,48.6,204,3.2,4180,65.2,242,3.8,453,7.1,667,10.4
"'036903",17,10.6,161,98,6.5,1506,12,0.8,91,1078,8.4,400,26.6,114,7.6,14,0.9,74,4.9,855,56.8,690,45.8,0,0,74,4.9,706,46.9,22,1.5,7,0.5,1,0.1,406,27,816,54.2,0,0,38,2.5,651,43.2,1,0.1,562,37.3,152,10.1,483,32.1,39,2.6,633,42,400,26.5,74,4.9,155,10.3
"'037901",11,10.6,104,64,10.5,609,3,0.5,75,491,15.3,114,18.7,127,20.9,2,0.3,33,5.4,475,78,298,48.9,4,0.7,31,5.1,210,34.5,39,6.4,0,0,0,0,121,19.9,311,51.1,6,1,5,0.8,134,22,0,0,305,50.1,95,15.6,609,100,47,7.7,222,36.5,114,18.7,31,5.1,95,15.6
"'037904",69,12.3,559,472,10.1,4656,21,0.5,526,3584,14.7,1621,34.8,726,15.6,53,1,259,5.6,3748,80.5,2223,47.7,27,0.6,347,7.5,2521,54.1,16,0.3,41,0.9,20,0.4,1450,31.1,2433,52.3,0,0,3,0.1,908,19.5,4,0.1,3758,80.7,585,12.6,4656,100,141,3,1223,26.3,1621,34.7,347,7.4,594,12.7
"'037907",34,11.9,286,200,10.2,1969,5,0.3,146,1346,10.8,148,7.5,252,12.8,27,1.2,103,5.2,1244,63.2,963,48.9,13,0.7,108,5.5,370,18.8,13,0.7,5,0.3,2,0.1,151,7.7,1006,51.1,2,0.1,11,0.6,725,36.8,0,0,1013,51.4,255,13,1378,70,83,4.2,1257,63.8,148,7.5,108,5.5,255,13
"'037908",6,15,40,63,11.9,529,3,0.6,37,504,7.3,214,40.5,15,2.8,15,2.7,54,10.2,493,93.2,241,45.6,3,0.6,10,1.9,452,85.4,0,0,3,0.6,1,0.2,250,47.3,288,54.4,0,0,0,0,36,6.8,0,0,353,66.7,44,8.3,529,100,1,0.2,57,10.8,214,40.5,10,1.9,44,8.3
"'037909",4,10.8,37,24,9.1,263,0,0,46,236,19.5,16,6.1,24,9.1,1,0.3,12,4.6,186,70.7,125,47.5,0,0,11,4.2,32,12.2,6,2.3,0,0,0,0,16,6.1,138,52.5,0,0,5,1.9,77,29.3,0,0,181,68.8,37,14.1,263,100,13,4.9,194,73.8,16,6.1,11,4.2,37,14.1
