DISTRICT,DPEMSPEC,DPEMSPEP,DPEMSPET,DPET504C,DPET504P,DPETALLC,DPETASIC,DPETASIP,DPETATTC,DPETATTD,DPETATTP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETDSLC,DPETDSLP,DPETECOC,DPETECOP,DPETFEMC,DPETFEMP,DPETFOSC,DPETFOSP,DPETG9XC,DPETGIFC,DPETGIFP,DPETHISC,DPETHISP,DPETHOMC,DPETHOMP,DPETIMMC,DPETIMMP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETMALC,DPETMALP,DPETMIGC,DPETMIGP,DPETMLCC,DPETMLCP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTT1C,DPETTT1P,DPETTWOC,DPETTWOP,DPETVHSC,DPETVHSP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DPNTBILC,DPNTBILP,DPNTGIFC,DPNTGIFP,DPNTSPEC,DPNTSPEP
"'015834",16,18,89,163,4.8,3421,1522,44.5,648,2542,25.5,417,12.2,173,5.1,0,0,30,0.9,277,8.1,1676,49,3,0.1,348,0,0,893,26.1,3,0.1,92,2.7,18,0.5,458,13.4,1745,51,0,0,212,6.2,3144,91.9,1,0,867,25.3,95,2.8,0,0,188,5.5,125,35.9,135,3.9,626,18.3,417,12.2,0,0,95,2.8
"'015835",61,11.2,545,536,6.6,8136,1196,14.7,1244,6319,19.7,587,7.2,482,5.9,0,0,200,2.5,1811,22.3,4265,52.4,8,0.1,735,0,0,3141,38.6,0,0,61,0.7,25,0.3,625,7.7,3871,47.6,0,0,140,1.7,6325,77.7,0,0,1187,14.6,600,7.4,0,0,294,3.6,122,16.6,128,1.6,2998,36.8,587,7.2,0,0,600,7.4
"'015836",3,8.1,37,30,6.1,489,25,5.1,70,442,15.8,35,7.2,6,1.2,0,0,9,1.8,87,17.8,265,54.2,0,0,0,0,0,250,51.1,0,0,11,2.2,1,0.2,39,8,224,45.8,0,0,74,15.1,402,82.2,0,0,110,22.5,39,8,0,0,22,4.5,0,0,1,0.2,185,37.8,35,7.2,0,0,39,8
"'015838",34,24.5,139,115,6.3,1836,12,0.7,419,1107,37.9,268,14.6,143,7.8,0,0,52,2.8,1599,87.1,894,48.7,5,0.3,285,0,0,1523,83,14,0.8,9,0.5,10,0.5,285,15.5,942,51.3,11,0.6,48,2.6,237,12.9,3,0.2,1213,66.1,197,10.7,1836,100,36,2,161,56.5,175,9.5,109,5.9,268,14.6,0,0,197,10.7
"'015839",3,18.8,16,16,6.1,262,7,2.7,85,196,43.4,22,8.4,10,3.8,0,0,5,1.9,212,80.9,129,49.2,0,0,0,0,0,209,79.8,1,0.4,0,0,3,1.1,24,9.2,133,50.8,0,0,2,0.8,50,19.1,0,0,130,49.6,26,9.9,262,100,4,1.5,0,0,0,0,29,11.1,22,8.4,0,0,26,9.9
"'015840",7,17.5,40,2,1,205,0,0,117,216,54.2,2,1,121,59,0,0,0,0,115,56.1,101,49.3,3,1.5,16,0,0,74,36.1,0,0,0,0,0,0,0,0,104,50.7,0,0,13,6.3,90,43.9,1,0.5,111,54.1,22,10.7,0,0,6,2.9,1,6.3,7,3.4,3,1.5,2,1,0,0,22,10.7
"'015841",7,21.9,32,5,1.1,465,6,1.3,144,348,41.4,18,3.9,44,9.5,0,0,5,1.1,268,57.6,225,48.4,0,0,0,0,0,275,59.1,0,0,0,0,9,1.9,23,4.9,240,51.6,0,0,10,2.2,197,42.4,0,0,23,4.9,59,12.7,465,100,34,7.3,0,0,0,0,97,20.9,18,3.9,0,0,59,12.7
"'015842",.,.,.,0,0,111,0,0,0,0,0,9,8.1,2,1.8,0,0,0,0,108,97.3,50,45,0,0,0,2,1.8,102,91.9,0,0,4,3.6,0,0,10,9,61,55,0,0,0,0,3,2.7,0,0,80,72.1,14,12.6,0,0,2,1.8,0,0,0,0,5,4.5,9,8.1,2,1.8,14,12.6
"'015843",.,.,.,0,0,30,0,0,0,0,0,0,0,1,3.3,0,0,0,0,26,86.7,14,46.7,0,0,0,0,0,27,90,0,0,0,0,0,0,0,0,16,53.3,0,0,0,0,4,13.3,0,0,16,53.3,2,6.7,0,0,0,0,0,0,0,0,2,6.7,0,0,0,0,2,6.7
"'015901",37,7.7,480,612,12.8,4788,146,3,389,3427,11.4,602,12.6,107,2.2,18,0.4,303,6.3,932,19.5,2272,47.5,8,0.2,1649,1034,21.6,1905,39.8,17,0.4,51,1.1,10,0.2,319,6.7,2516,52.5,2,0,255,5.3,3856,80.5,7,0.1,1249,26.1,490,10.2,110,2.3,110,2.3,856,51.9,956,20,2503,52.3,602,12.5,1034,21.4,511,10.6
"'015904",229,14.8,1546,1059,8.8,12078,8,0.1,1903,9884,19.3,2427,20.1,62,0.5,65,0.5,584,4.8,10667,88.3,5826,48.2,3,0,3749,813,6.7,11786,97.6,157,1.3,330,2.7,3,0,2119,17.5,6252,51.8,14,0.1,115,1,1411,11.7,3,0,9667,80,1486,12.3,11430,94.6,19,0.2,2633,70.2,3837,31.8,197,1.6,2428,20.1,813,6.7,1487,12.3
"'015905",176,15.4,1140,128,1.5,8383,90,1.1,1867,6665,28,1696,20.2,129,1.5,21,0.2,530,6.3,7463,89,4184,49.9,1,0,2421,111,1.3,8081,96.4,102,1.2,37,0.4,2,0,1838,21.9,4199,50.1,43,0.5,3,0,920,11,7,0.1,6106,72.8,998,11.9,8383,100,18,0.2,1535,63.4,1553,18.5,56,0.7,1696,20.2,111,1.3,1005,12
"'015906",26,14.9,175,124,8.5,1458,27,1.9,259,1088,23.8,6,0.4,267,18.3,3,0.2,57,3.9,54,3.7,762,52.3,4,0.3,458,135,9.3,398,27.3,0,0,27,1.9,6,0.4,7,0.5,696,47.7,0,0,1111,76.2,1404,96.3,8,0.5,137,9.4,160,11,30,2.1,217,14.9,305,66.6,306,21,535,36.7,6,0.4,135,9.2,160,11
"'015907",1006,15.7,6410,2266,5.1,44568,202,0.5,8107,36060,22.5,10787,24.2,2599,5.8,115,0.2,1734,3.9,39229,88,21900,49.1,73,0.2,12869,3181,7.1,40027,89.8,978,2.2,599,1.3,50,0.1,9908,22.2,22668,50.9,66,0.1,1171,2.6,5339,12,20,0,30888,69.3,5974,13.4,43940,98.6,300,0.7,8950,69.5,10652,23.9,1370,3.1,10801,24.2,3195,7.1,6018,13.5
"'015908",143,14.3,997,447,5.6,7919,17,0.2,1431,6441,22.2,1602,20.2,98,1.2,48,0.5,318,4,7153,90.3,3938,49.7,41,0.5,2458,483,6.1,7584,95.8,45,0.6,95,1.2,12,0.2,1601,20.2,3981,50.3,9,0.1,25,0.3,766,9.7,6,0.1,6432,81.2,977,12.3,7850,99.1,12,0.2,1699,69.1,2304,29.1,190,2.4,1602,20.2,483,6.1,980,12.4
"'015909",80,17,471,258,6.5,3955,9,0.2,429,2746,15.6,803,20.3,22,0.6,75,1.7,220,5.6,3351,84.7,1929,48.8,25,0.6,1273,172,4.3,3620,91.5,16,0.4,22,0.6,1,0,856,21.6,2026,51.2,25,0.6,21,0.5,604,15.3,3,0.1,2239,56.6,435,11,3813,96.4,26,0.7,999,78.5,1320,33.4,274,6.9,803,20.3,172,4.3,435,11
"'015910",1247,15.4,8095,4545,7.6,59445,2373,4,9137,46316,19.7,11161,18.8,4359,7.3,308,0.5,2247,3.8,35259,59.3,28976,48.7,165,0.3,20000,4708,7.9,36185,60.9,518,0.9,1955,3.3,139,0.2,9789,16.5,30469,51.3,14,0,6688,11.3,24186,40.7,68,0.1,25739,43.3,7550,12.7,16683,28.1,2337,3.9,11034,55.2,13830,23.3,13984,23.5,11230,18.8,4719,7.9,7754,13
"'015911",217,17.1,1270,823,8.2,10002,49,0.5,1415,7624,18.6,1561,15.6,800,8,52,0.5,641,6.4,6639,66.4,4834,48.3,53,0.5,3316,647,6.5,7529,75.3,53,0.5,48,0.5,11,0.1,1326,13.3,5168,51.7,10,0.1,409,4.1,3363,33.6,8,0.1,5774,57.7,1231,12.3,6648,66.5,196,2,2408,72.6,2738,27.4,1409,14.1,1561,15.6,648,6.5,1234,12.3
"'015912",291,12.7,2284,1053,8,13165,55,0.4,1994,10532,18.9,2446,18.6,454,3.4,91,0.6,746,5.7,10769,81.8,6431,48.8,82,0.6,4297,1399,10.6,11893,90.3,289,2.2,114,0.9,14,0.1,2449,18.6,6734,51.2,27,0.2,537,4.1,2396,18.2,6,0,10004,76,2219,16.9,13165,100,122,0.9,2963,69,3254,24.7,621,4.7,2457,18.5,1403,10.6,2263,17
"'015913",41,34.5,119,57,6.3,910,7,0.8,331,783,42.3,16,1.8,109,12,0,0,23,2.5,123,13.5,446,49,0,0,185,84,9.2,246,27,5,0.5,0,0,3,0.3,20,2.2,464,51,0,0,836,91.9,787,86.5,2,0.2,243,26.7,100,11,66,7.3,125,13.7,168,90.8,208,22.9,418,45.9,16,1.8,84,9.2,101,11.1
"'015914",42,18.4,228,105,6.4,1635,41,2.5,373,1293,28.8,28,1.7,240,14.7,6,0.3,67,4.1,420,25.7,804,49.2,3,0.2,429,99,6.1,489,29.9,2,0.1,1,0.1,7,0.4,31,1.9,831,50.8,0,0,1547,94.6,1215,74.3,13,0.8,589,36,222,13.6,858,52.5,198,12.1,300,69.9,376,23,647,39.6,28,1.7,99,6,225,13.7
"'015915",1867,13.3,14064,9139,9,101584,3690,3.6,17071,79650,21.4,9853,9.7,7025,6.9,283,0.3,3596,3.5,49699,48.9,49234,48.5,612,0.6,32673,6984,6.9,69136,68.1,398,0.4,2252,2.2,136,0.1,10690,10.5,52350,51.5,51,0.1,8801,8.7,51885,51.1,217,0.2,63730,62.7,13879,13.7,32231,31.7,3709,3.7,20079,61.5,21981,21.6,17671,17.4,9862,9.6,7009,6.8,14159,13.8
"'015916",623,16.8,3718,1595,6.5,24517,460,1.9,4955,19002,26.1,2649,10.8,5112,20.9,42,0.2,1593,6.5,16833,68.7,12073,49.2,185,0.8,7169,1289,5.3,14486,59.1,297,1.2,68,0.3,56,0.2,2696,11,12444,50.8,23,0.1,2820,11.5,7684,31.3,102,0.4,17424,71.1,3461,14.1,14809,60.4,1026,4.2,4758,66.4,6112,24.9,3275,13.4,2649,10.8,1289,5.3,3479,14.2
"'015917",175,18.7,934,423,7.7,5516,13,0.2,774,3961,19.5,1239,22.5,48,0.9,42,0.7,358,6.5,4749,86.1,2751,49.9,38,0.7,1624,438,7.9,5020,91,61,1.1,18,0.3,6,0.1,1149,20.8,2765,50.1,11,0.2,37,0.7,767,13.9,0,0,3840,69.6,785,14.2,5516,100,22,0.4,1220,75.1,1616,29.3,407,7.4,1239,22.4,438,7.9,789,14.3
"'016901",12,16.2,74,67,9.6,697,4,0.6,50,466,10.7,54,7.7,1,0.1,3,0.5,62,8.9,218,31.3,341,48.9,0,0,241,30,4.3,197,28.3,6,0.9,8,1.1,0,0,54,7.7,356,51.1,2,0.3,20,2.9,479,68.7,0,0,198,28.4,87,12.5,286,41,17,2.4,190,78.8,229,32.9,478,68.6,54,7.7,30,4.3,87,12.5
"'016902",20,12.5,160,103,9.7,1058,3,0.3,71,778,9.1,89,8.4,9,0.9,10,0.9,77,7.3,444,42,509,48.1,1,0.1,365,64,6,436,41.2,3,0.3,8,0.8,2,0.2,90,8.5,549,51.9,38,3.6,7,0.7,614,58,1,0.1,342,32.3,167,15.8,454,42.9,20,1.9,334,91.5,370,35,587,55.5,89,8.4,64,6,171,16.1
"'017901",1,5.9,17,15,6.1,245,0,0,18,210,8.6,1,0.4,0,0,0,0,9,3.7,103,42,115,46.9,0,0,70,14,5.7,56,22.9,0,0,0,0,1,0.4,2,0.8,130,53.1,0,0,0,0,142,58,0,0,54,22,21,8.6,245,100,6,2.4,66,94.3,109,44.5,182,74.3,1,0.4,14,5.7,21,8.6
"'018901",17,9.9,171,114,11.1,1024,9,0.9,70,736,9.5,83,8.1,15,1.5,35,3.4,65,6.3,635,62,495,48.3,5,0.5,300,45,4.4,380,37.1,39,3.8,5,0.5,0,0,83,8.1,529,51.7,6,0.6,57,5.6,389,38,1,0.1,449,43.8,186,18.2,1024,100,63,6.2,246,82,271,26.5,556,54.3,83,8.1,45,4.4,187,18.2
"'018902",7,10.4,67,49,12.5,392,3,0.8,57,357,16,20,5.1,11,2.8,12,2.6,40,10.2,248,63.3,179,45.7,0,0,100,58,14.8,145,37,14,3.6,0,0,0,0,21,5.4,213,54.3,0,0,8,2,144,36.7,1,0.3,160,40.8,64,16.3,392,100,15,3.8,83,83,117,29.8,217,55.4,20,5.1,58,14.8,65,16.5
"'018903",3,11.5,26,8,5.8,139,1,0.7,18,120,15,18,12.9,0,0,1,0.6,14,10.1,97,69.8,69,49.6,0,0,43,3,2.2,85,61.2,0,0,3,2.2,1,0.7,18,12.9,70,50.4,0,0,11,7.9,42,30.2,0,0,54,38.8,24,17.3,139,100,6,4.3,23,53.5,37,26.6,46,33.1,18,12.9,3,2.2,24,17.3
"'018904",11,12.9,85,71,11.5,618,2,0.3,64,491,13,42,6.8,13,2.1,5,0.8,59,9.5,312,50.5,302,48.9,1,0.2,187,21,3.4,156,25.2,0,0,0,0,0,0,42,6.8,316,51.1,3,0.5,5,0.8,306,49.5,1,0.2,204,33,89,14.4,618,100,26,4.2,159,85,159,25.7,420,68,42,6.8,21,3.4,91,14.7
"'018905",6,18.2,33,8,4.5,178,1,0.6,22,161,13.7,54,30.3,1,0.6,4,2.1,4,2.2,156,87.6,83,46.6,4,2.2,51,1,0.6,112,62.9,1,0.6,5,2.8,0,0,54,30.3,95,53.4,7,3.9,13,7.3,22,12.4,0,0,102,57.3,28,15.7,178,100,1,0.6,44,86.3,44,24.7,63,35.4,54,30.3,1,0.6,28,15.7
"'018906",2,7.4,27,6,4.5,133,1,0.8,20,134,14.9,2,1.5,0,0,0,0,7,5.3,78,58.6,56,42.1,0,0,36,2,1.5,43,32.3,11,8.3,0,0,0,0,2,1.5,77,57.9,1,0.8,8,6,55,41.4,0,0,48,36.1,24,18,133,100,0,0,36,100,58,43.6,89,66.9,2,1.5,2,1.5,26,19.3
"'018907",8,20.5,39,15,8.4,179,0,0,40,171,23.4,1,0.6,2,1.1,1,0.5,20,11.2,114,63.7,80,44.7,0,0,54,15,8.4,16,8.9,0,0,0,0,0,0,1,0.6,99,55.3,3,1.7,8,4.5,65,36.3,0,0,63,35.2,34,19,179,100,3,1.7,52,96.3,70,39.1,158,88.3,1,0.6,15,8.4,34,19
"'018908",2,9.5,21,14,10.6,132,1,0.8,18,120,15,8,6.1,5,3.8,0,0,10,7.6,95,72,68,51.5,0,0,43,0,0,42,31.8,6,4.5,0,0,0,0,8,6.1,64,48.5,2,1.5,0,0,37,28,0,0,61,46.2,23,17.4,132,100,2,1.5,37,86,51,38.6,82,62.1,8,6.1,0,0,23,17.4
"'019901",11,12.1,91,94,12,783,2,0.3,67,591,11.3,39,5,134,17.1,10,1.2,83,10.6,539,68.8,359,45.8,9,1.1,253,42,5.4,107,13.7,8,1,1,0.1,5,0.6,40,5.1,424,54.2,0,0,4,0.5,244,31.2,0,0,181,23.1,91,11.6,782,99.9,64,8.2,224,88.5,235,30,471,60.2,39,5,42,5.4,91,11.6
"'019902",24,21.1,114,131,14.8,886,2,0.2,87,633,13.7,24,2.7,99,11.2,12,1.3,115,13,500,56.4,428,48.3,2,0.2,312,74,8.4,81,9.1,13,1.5,0,0,1,0.1,24,2.7,458,51.7,0,0,4,0.5,386,43.6,3,0.3,355,40.1,102,11.5,886,100,88,9.9,229,73.4,278,31.4,612,69.1,24,2.7,74,8.4,102,11.5
"'019903",6,11.3,53,74,15.6,474,1,0.2,39,448,8.7,2,0.4,23,4.9,0,0,51,10.8,270,57,219,46.2,0,0,135,24,5.1,28,5.9,1,0.2,0,0,2,0.4,2,0.4,255,53.8,0,0,5,1.1,204,43,1,0.2,101,21.3,55,11.6,474,100,29,6.1,108,80,133,28.1,390,82.3,2,0.4,24,5.1,55,11.6
"'019905",27,13.8,196,147,12.3,1196,3,0.3,145,907,16,39,3.3,266,22.2,31,2.4,106,8.9,954,79.8,573,47.9,3,0.3,337,72,6,117,9.8,8,0.7,0,0,5,0.4,41,3.4,623,52.1,0,0,29,2.4,242,20.2,3,0.3,678,56.7,201,16.8,1196,100,143,12,279,82.8,281,23.5,659,55.1,39,3.3,72,6,203,16.9
"'019906",24,20.5,117,160,14.6,1099,4,0.4,81,785,10.3,6,0.5,30,2.7,21,1.8,137,12.5,562,51.1,523,47.6,0,0,341,95,8.6,40,3.6,10,0.9,0,0,4,0.4,6,0.5,576,52.4,0,0,106,9.6,537,48.9,4,0.4,395,35.9,116,10.6,1099,100,35,3.2,287,84.2,302,27.5,982,89.4,6,0.5,95,8.6,120,10.9
"'019907",246,23.4,1050,963,13.5,7126,94,1.3,1674,5896,28.4,654,9.2,3200,44.9,55,0.6,408,5.7,5450,76.5,3579,50.2,3,0,1937,370,5.2,1234,17.3,14,0.2,66,0.9,20,0.3,647,9.1,3547,49.8,0,0,165,2.3,1676,23.5,1,0,3656,51.3,837,11.7,4427,62.1,392,5.5,1564,80.7,1863,26.1,2185,30.7,655,9.2,374,5.2,842,11.8
"'019908",53,14.9,355,179,8.4,2131,1,0,355,1619,21.9,58,2.7,1220,57.3,130,5.2,98,4.6,1786,83.8,1064,49.9,3,0.1,618,64,3,144,6.8,4,0.2,0,0,12,0.6,59,2.8,1067,50.1,0,0,3,0.1,345,16.2,3,0.1,1497,70.2,321,15.1,1513,71,159,7.5,468,75.7,498,23.4,592,27.8,58,2.7,64,3,321,15.1
"'019909",7,10,70,76,16.1,473,4,0.8,49,374,13.1,4,0.8,1,0.2,0,0,37,7.8,220,46.5,219,46.3,0,0,158,29,6.1,17,3.6,0,0,0,0,0,0,4,0.8,254,53.7,0,0,1,0.2,253,53.5,0,0,177,37.4,39,8.2,473,100,20,4.2,141,89.2,141,29.8,431,91.1,4,0.8,29,6.1,39,8.2
"'019910",2,14.3,14,12,5.8,208,0,0,58,212,27.4,0,0,7,3.4,1,0.4,12,5.8,105,50.5,98,47.1,0,0,0,10,4.8,13,6.3,0,0,0,0,3,1.4,0,0,110,52.9,0,0,0,0,103,49.5,0,0,69,33.2,20,9.6,208,100,7,3.4,0,0,0,0,178,85.6,0,0,10,4.8,20,9.6
"'019911",3,10.3,29,89,17.8,500,3,0.6,68,424,16,2,0.4,9,1.8,0,0,41,8.2,62,12.4,242,48.4,0,0,0,55,11,16,3.2,0,0,0,0,2,0.4,2,0.4,258,51.6,0,0,5,1,438,87.6,0,0,66,13.2,31,6.2,125,25,14,2.8,0,0,6,1.2,456,91.2,2,0.4,55,11,32,6.4
"'019912",29,12.1,240,366,15.8,2313,65,2.8,197,1607,12.3,78,3.4,343,14.8,13,0.5,131,5.7,757,32.7,1130,48.9,1,0,763,216,9.3,163,7,1,0,0,0,12,0.5,81,3.5,1183,51.1,0,0,55,2.4,1556,67.3,2,0.1,583,25.2,226,9.8,1005,43.5,139,6,658,86.2,765,33.1,1589,68.7,78,3.4,216,9.3,234,10.1
"'019913",1,6.7,15,0,0,69,0,0,20,70,28.6,11,15.9,0,0,0,0,0,0,43,62.3,32,46.4,0,0,0,1,1.4,17,24.6,0,0,0,0,0,0,11,15.9,37,53.6,0,0,1,1.4,26,37.7,0,0,21,30.4,11,15.9,69,100,0,0,0,0,0,0,52,75.4,11,15.9,1,1.4,11,15.9
"'019914",2,20,10,4,3.8,105,0,0,32,98,32.7,0,0,6,5.7,0,0,4,3.8,103,98.1,55,52.4,0,0,0,3,2.9,15,14.3,0,0,0,0,0,0,0,0,50,47.6,0,0,0,0,2,1.9,0,0,38,36.2,10,9.5,105,100,6,5.7,0,0,0,0,78,74.3,0,0,3,2.9,10,9.5
"'020901",455,13.5,3375,1875,6.7,27955,2663,9.5,3711,20907,17.8,4971,17.8,6766,24.2,304,1.1,1327,4.7,14289,51.1,13620,48.7,102,0.4,8393,1776,6.4,11471,41,322,1.2,230,0.8,62,0.2,4967,17.8,14335,51.3,1,0,233,0.8,13666,48.9,25,0.1,13484,48.2,3443,12.3,12919,46.2,856,3.1,5841,69.6,7393,26.4,6112,21.9,4981,17.7,1777,6.3,3519,12.5
"'020902",245,24.2,1012,749,11.1,6748,28,0.4,895,5363,16.7,1260,18.7,736,10.9,103,1.4,425,6.3,5075,75.2,3223,47.8,18,0.3,2019,313,4.6,3470,51.4,101,1.5,43,0.6,28,0.4,1038,15.4,3525,52.2,2,0,227,3.4,1673,24.8,6,0.1,3830,56.8,900,13.3,4713,69.8,204,3,1680,83.2,2145,31.8,2276,33.7,1261,18.6,313,4.6,923,13.6
"'020904",14,15.4,91,62,8,772,5,0.6,66,579,11.4,41,5.3,3,0.4,5,0.6,43,5.6,278,36,390,50.5,0,0,257,43,5.6,184,23.8,0,0,1,0.1,1,0.1,42,5.4,382,49.5,0,0,2,0.3,494,64,0,0,332,43,91,11.8,338,43.8,19,2.5,227,88.3,227,29.4,560,72.5,41,5.3,43,5.6,93,12
"'020905",292,19.6,1491,763,6.7,11451,169,1.5,1573,8292,19,1442,12.6,746,6.5,256,2.1,531,4.6,8212,71.7,5629,49.2,31,0.3,3410,1253,10.9,6512,56.9,209,1.8,140,1.2,43,0.4,1479,12.9,5822,50.8,7,0.1,342,3,3239,28.3,8,0.1,5766,50.4,1511,13.2,6487,56.7,300,2.6,2566,75.2,3227,28.2,3673,32.1,1442,12.6,1253,10.9,1537,13.4
"'020906",40,18.8,213,169,9.1,1851,4,0.2,206,1419,14.5,51,2.8,193,10.4,30,1.5,117,6.3,887,47.9,899,48.6,1,0.1,582,69,3.7,504,27.2,8,0.4,8,0.4,3,0.2,53,2.9,952,51.4,2,0.1,42,2.3,964,52.1,0,0,825,44.6,178,9.6,1851,100,93,5,518,89,519,28,1054,56.9,51,2.8,69,3.7,179,9.7
"'020907",65,15.1,430,339,11.6,2911,11,0.4,329,1925,17.1,215,7.4,214,7.4,11,0.4,279,9.6,1818,62.5,1438,49.4,13,0.4,847,156,5.4,795,27.3,95,3.3,6,0.2,7,0.2,245,8.4,1473,50.6,0,0,7,0.2,1093,37.5,1,0,1468,50.4,438,15,1360,46.7,102,3.5,667,78.7,903,31,1781,61.2,215,7.4,156,5.3,444,15.2
"'020908",249,11,2270,1692,8.1,20930,2377,11.4,1782,14446,12.3,2750,13.1,3065,14.6,146,0.7,1083,5.2,6893,32.9,10140,48.4,78,0.4,6917,2357,11.3,7834,37.4,105,0.5,126,0.6,46,0.2,2370,11.3,10790,51.6,0,0,1386,6.6,14037,67.1,24,0.1,7841,37.5,2171,10.4,5573,26.6,817,3.9,4257,61.5,4564,21.8,6767,32.3,2750,13.1,2357,11.2,2241,10.7
"'020910",10,40,25,1,0.9,116,1,0.9,34,108,31.5,15,12.9,0,0,0,0,5,4.3,102,87.9,61,52.6,2,1.7,0,3,2.6,72,62.1,5,4.3,0,0,0,0,16,13.8,55,47.4,1,0.9,0,0,14,12.1,2,1.7,61,52.6,21,18.1,0,0,4,3.4,0,0,0,0,37,31.9,15,12.9,3,2.6,21,18.1
"'021803",0,0,26,5,1.5,330,0,0,93,315,29.5,105,31.8,101,30.6,0,0,3,0.9,329,99.7,171,51.8,0,0,0,0,0,205,62.1,0,0,0,0,1,0.3,106,32.1,159,48.2,0,0,1,0.3,1,0.3,0,0,158,47.9,27,8.2,230,69.7,4,1.2,0,0,0,0,19,5.8,105,31.8,0,0,27,8.2
"'021805",9,10.5,86,16,2.6,609,2,0.3,224,618,36.2,66,10.8,404,66.3,0,0,5,0.8,466,76.5,294,48.3,1,0.2,0,5,0.8,153,25.1,3,0.5,13,2.1,3,0.5,72,11.8,315,51.7,0,0,11,1.8,143,23.5,0,0,287,47.1,60,9.9,609,100,26,4.3,0,0,0,0,21,3.4,66,10.8,5,0.8,60,9.9
"'021901",309,16.5,1876,1495,10.6,14138,930,6.6,1743,9617,18.1,1702,12,2068,14.6,98,0.7,905,6.4,5327,37.7,6828,48.3,38,0.3,4244,1513,10.7,3360,23.8,50,0.4,123,0.9,50,0.4,1348,9.5,7310,51.7,1,0,45,0.3,8811,62.3,31,0.2,5814,41.1,1903,13.5,4122,29.2,472,3.3,2830,66.7,4797,33.9,7227,51.1,1702,12,1513,10.7,1950,13.7
"'021902",574,23.7,2418,1245,7.8,16005,55,0.3,2151,11353,18.9,4832,30.2,2888,18,262,1.6,654,4.1,12697,79.3,7871,49.2,47,0.3,4728,1345,8.4,9581,59.9,135,0.8,142,0.9,34,0.2,4547,28.4,8134,50.8,139,0.9,344,2.1,3308,20.7,10,0.1,12032,75.2,2274,14.2,10780,67.4,377,2.4,3481,73.6,4552,28.4,3060,19.1,4832,30.1,1345,8.4,2303,14.4
"'022004",0,0,13,2,1.8,111,0,0,14,89,15.7,53,47.7,0,0,1,0.9,3,2.7,89,80.2,59,53.2,0,0,34,8,7.2,85,76.6,0,0,20,18,1,0.9,53,47.7,52,46.8,0,0,1,0.9,22,19.8,0,0,79,71.2,13,11.7,111,100,2,1.8,25,73.5,25,22.5,23,20.7,53,47.7,8,7.2,13,11.7
"'022901",16,14.8,108,27,2.8,970,12,1.2,107,774,13.8,73,7.5,11,1.1,5,0.5,18,1.9,558,57.5,488,50.3,0,0,313,27,2.8,610,62.9,6,0.6,0,0,3,0.3,70,7.2,482,49.7,0,0,1,0.1,412,42.5,1,0.1,364,37.5,127,13.1,970,100,7,0.7,242,77.3,242,24.9,326,33.6,73,7.5,27,2.8,131,13.4
"'022902",0,0,3,4,7,57,1,1.8,13,59,22,0,0,0,0,0,0,2,3.5,40,70.2,29,50.9,0,0,16,5,8.8,39,68.4,0,0,0,0,0,0,0,0,28,49.1,0,0,0,0,17,29.8,0,0,3,5.3,2,3.5,57,100,0,0,12,75,12,21.1,17,29.8,0,0,5,8.8,2,3.5
"'022903",1,33.3,3,0,0,9,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,55.6,1,11.1,0,1,11.1,3,33.3,0,0,0,0,0,0,0,0,4,44.4,0,0,0,0,9,100,0,0,5,55.6,2,22.2,0,0,0,0,0,0,0,0,6,66.7,0,0,1,11.1,2,22.2
"'023902",0,0,19,7,3.7,187,1,0.5,21,175,12,11,5.9,0,0,0,0,16,8.6,86,46,90,48.1,3,1.6,53,17,9.1,75,40.1,0,0,0,0,2,1.1,12,6.4,97,51.9,0,0,0,0,101,54,0,0,53,28.3,18,9.6,187,100,3,1.6,53,100,53,28.3,106,56.7,11,5.9,17,9.1,18,9.6
"'024901",18,9.9,181,45,3.4,1340,3,0.2,145,970,14.9,30,2.2,1,0.1,13,0.9,47,3.5,1243,92.8,645,48.1,3,0.2,407,36,2.7,1305,97.4,9,0.7,0,0,2,0.1,32,2.4,695,51.9,21,1.6,0,0,97,7.2,0,0,841,62.8,196,14.6,1340,100,0,0,336,82.6,415,31,29,2.2,30,2.2,36,2.7,197,14.7
"'025901",25,25,100,90,10.4,869,5,0.6,116,713,16.3,12,1.4,18,2.1,6,0.6,80,9.2,566,65.1,410,47.2,30,3.5,246,42,4.8,222,25.5,0,0,0,0,2,0.2,14,1.6,459,52.8,0,0,25,2.9,303,34.9,1,0.1,387,44.5,86,9.9,623,71.7,18,2.1,193,78.5,210,24.2,603,69.4,12,1.4,42,4.8,87,10
"'025902",88,19.9,442,308,8.9,3448,16,0.5,448,2466,18.2,117,3.4,164,4.8,55,1.4,297,8.6,2215,64.2,1688,49,73,2.1,1007,240,7,1494,43.3,37,1.1,0,0,9,0.3,118,3.4,1760,51,0,0,103,3,1233,35.8,2,0.1,1707,49.5,468,13.6,3448,100,142,4.1,839,83.3,976,28.3,1621,47,117,3.4,240,6.9,473,13.7
