state,county,population,below50,below125,below150,below185,below200,below300,below400
Georgia,Jones County,28622,1537,5248,6309,7139,7873,13393,18284
Georgia,Lamar County,18834,1290,3514,4142,5322,5917,8765,11269
Georgia,Lanier County,10534,1006,3468,4385,5043,5485,7175,8575
Georgia,Laurens County,47404,6439,14370,16900,20998,22629,30885,36491
Georgia,Lee County,29735,1317,4348,4838,6391,6712,11853,16750
Georgia,Liberty County,62039,4280,11755,15510,21545,24296,38174,46882
Georgia,Lincoln County,7929,766,1908,2318,3065,3310,4599,5485
Georgia,Long County,19236,2072,5177,6670,8336,9194,12067,14092
Georgia,Lowndes County,116436,16195,30423,36382,45353,48906,66669,81405
Georgia,Lumpkin County,33009,2091,6857,8887,10146,12133,16762,22310
Georgia,McDuffie County,21404,1557,4739,6838,8691,8946,13313,15709
Georgia,McIntosh County,14217,601,3173,3780,4997,5101,7051,9108
Georgia,Macon County,13107,1316,4326,4714,5573,5823,7979,8998
Georgia,Madison County,29624,2246,7417,8883,10342,11629,16440,20988
Georgia,Marion County,8450,634,1881,2169,2939,3028,4863,6283
Georgia,Meriwether County,21080,1918,6080,6834,9504,10490,14204,17158
Georgia,Miller County,5725,320,1466,1848,2032,2295,3327,4061
Georgia,Mitchell County,22072,2397,6708,8373,9639,10615,13419,16342
Georgia,Monroe County,27455,1433,4541,5709,7703,8351,11900,14698
Georgia,Montgomery County,9069,427,1901,2635,3404,3587,4859,6271
Georgia,Morgan County,18832,592,2099,2409,3669,3985,7448,10574
Georgia,Murray County,39789,2524,8673,10013,13433,14992,24331,30106
Georgia,Muscogee County,195418,18192,47308,56708,72206,77412,110874,134318
Georgia,Newton County,109835,5311,21642,25699,33702,37730,59107,74269
Georgia,Oconee County,39194,676,2996,3577,5056,6203,11838,15873
Georgia,Oglethorpe County,15040,582,3134,3664,4762,5150,7744,9830
Georgia,Paulding County,164440,4993,16364,23301,32582,37696,70558,99413
Georgia,Peach County,27502,2137,7132,7623,10883,11378,14420,17432
Georgia,Pickens County,32002,726,4780,6114,8707,9683,15015,20190
Georgia,Pierce County,19336,1453,4709,5965,8252,8670,11705,14649
Georgia,Pike County,18565,1047,2296,2792,3892,4152,6964,11498
Georgia,Polk County,42251,3140,9717,12655,16095,17367,25245,31225
Georgia,Pulaski County,11185,717,2905,3085,3534,3777,5447,6521
Georgia,Putnam County,21906,1404,4822,6706,8251,8710,11991,14726
Georgia,Quitman County,2290,194,429,579,800,811,1667,1923
Georgia,Rabun County,16859,1085,4164,5398,6617,7049,10064,11713
Georgia,Randolph County,6888,878,2505,3392,3940,4164,5630,6098
Georgia,Richmond County,202178,21226,55129,64947,80233,85740,122218,145276
Georgia,Rockdale County,90155,4580,15985,22586,28349,31075,45292,57431
Georgia,Schley County,5215,346,947,1287,1628,1863,2785,4081
Georgia,Screven County,13977,1353,3429,3795,5879,6251,8669,9663
Georgia,Seminole County,8218,998,2581,2795,3507,3668,5113,6436
Georgia,Spalding County,66043,4964,15176,19406,24664,27909,39279,47554
Georgia,Stephens County,25934,1400,4953,5700,8515,9762,14887,19403
Georgia,Stewart County,6446,234,1556,1698,1943,2293,3023,3375
Georgia,Sumter County,29714,2636,7988,9148,12109,12824,17388,21053
Georgia,Talbot County,6245,292,1829,2084,2581,2768,4189,5130
Georgia,Taliaferro County,1596,90,504,602,783,886,1110,1354
Georgia,Tattnall County,25392,1617,5343,6524,7681,8013,11740,14692
Georgia,Taylor County,8126,1349,2957,3436,3915,3988,5342,6430
Georgia,Telfair County,15871,1321,4081,5206,6468,6791,8789,10246
Georgia,Terrell County,8654,1073,3098,3619,4164,4463,5560,6862
Georgia,Thomas County,44545,3096,10716,13217,15718,16720,24563,30241
Georgia,Tift County,40590,3714,11327,12974,16051,17946,24875,28909
Georgia,Toombs County,26947,2654,6950,9690,11888,13209,16792,19793
Georgia,Towns County,11815,436,1874,2265,3124,3298,5924,7551
Georgia,Treutlen County,6787,951,2330,2725,3005,3091,4073,5087
Georgia,Troup County,70095,5747,17087,20946,25752,27478,39760,48253
Georgia,Turner County,7920,1115,2776,3051,3557,3815,5257,5987
Georgia,Twiggs County,8195,454,1487,1787,2787,3482,5032,6496
Georgia,Union County,23999,1949,4790,5975,8343,9089,12444,15176
Georgia,Upson County,26329,3076,6549,7974,10009,11223,15904,19413
Georgia,Walker County,69398,3937,14495,18345,24036,26351,41863,51325
Georgia,Walton County,93284,3923,14223,19352,23890,26828,44424,60114
Georgia,Ware County,35745,2775,10136,12219,15441,16070,22569,26762
Georgia,Warren County,5259,625,1418,1815,2294,2605,3512,4089
Georgia,Washington County,20316,1709,5609,6767,8827,9399,12425,13906
Georgia,Wayne County,29959,2044,6822,8672,10950,12407,17664,20869
Georgia,Webster County,2587,237,771,853,1107,1222,1593,1933
Georgia,Wheeler County,7897,1053,2981,3173,4167,4219,5772,6574
Georgia,White County,29962,1769,4384,5387,7798,9484,14784,20072
Georgia,Whitfield County,104122,4718,23089,30072,40659,45213,63933,79733
Georgia,Wilcox County,8701,802,1906,2412,2993,3214,4238,4898
Georgia,Wilkes County,9797,849,2511,3322,4190,4379,6547,7779
Georgia,Wilkinson County,8945,1148,2595,2949,3519,3985,5691,6555
Georgia,Worth County,20346,1613,4630,5570,7058,7430,11592,14285
Hawaii,Hawaii County,201350,13693,34793,44028,57122,62262,95434,123841
Hawaii,Honolulu County,979682,39356,102938,127030,169133,186065,317377,452606
Hawaii,Kalawao County,436,4,5,5,7,9,10,18
Hawaii,Kauai County,71949,2880,8228,11310,14658,15881,29191,39846
Hawaii,Maui County,166657,7680,19309,23671,31640,35275,60729,86823
Idaho,Ada County,469473,20256,54895,69468,93858,106033,187927,260252
Idaho,Adams County,4200,260,792,931,1237,1349,2184,2952
Idaho,Bannock County,86742,5104,15796,21313,27384,30087,46024,58899
Idaho,Bear Lake County,6054,251,1204,1498,1826,2162,3250,4100
Idaho,Benewah County,9231,534,1621,2182,3422,3735,5579,6729
Idaho,Bingham County,46246,1400,8338,11274,15430,17071,26067,33613
Idaho,Blaine County,22729,880,4074,4530,6118,6392,11095,15013
Idaho,Boise County,7625,550,1179,1612,2077,2237,3344,4791
Idaho,Bonner County,44688,2010,7664,9718,13115,14367,24512,30417
Idaho,Bonneville County,116970,4344,15197,22084,33704,37637,62156,78714
Idaho,Boundary County,12156,1042,2797,3249,3770,4727,7293,8893
Idaho,Butte County,2603,249,646,809,940,974,1464,1898
Idaho,Camas County,1069,14,156,276,363,399,712,839
Idaho,Canyon County,223890,13188,40493,54085,74186,82641,127222,163516
Idaho,Caribou County,7028,99,758,1247,1590,1849,3504,4720
Idaho,Cassia County,23847,1470,4308,5912,8605,9229,14650,17961
Idaho,Clark County,885,33,145,198,356,471,633,711
Idaho,Clearwater County,8735,361,1369,1809,2412,2689,4330,5472
Idaho,Custer County,4193,434,933,1133,1550,1591,2324,3005
Idaho,Elmore County,27043,1745,5791,8090,10525,11442,16472,20644
Idaho,Franklin County,13736,479,1888,2423,3459,3889,7070,10025
Idaho,Fremont County,13111,476,2307,2853,3589,4929,7376,9868
Idaho,Gem County,17771,449,2902,3683,5269,5984,9310,12695
Idaho,Gooding County,15280,651,3124,3884,5976,6653,9090,11139
Idaho,Idaho County,16511,640,3282,4570,5735,6381,9989,11939
Idaho,Jefferson County,29238,890,3612,5070,9111,10331,15794,20112
Idaho,Jerome County,24074,1945,5626,6989,9023,9484,14983,18439
Idaho,Kootenai County,161676,6121,23016,30439,41331,46427,77429,104748
Idaho,Latah County,40052,3705,8215,9610,12444,13337,20052,25742
Idaho,Lemhi County,7929,287,1649,2012,2563,2995,5095,5997
Idaho,Lewis County,3850,230,807,1102,1464,1623,2403,2966
Idaho,Lincoln County,5342,367,1035,1496,1836,2008,3379,4135
Idaho,Madison County,39725,5156,12931,15935,19486,20419,27915,32257
Idaho,Minidoka County,20817,953,4447,5373,7863,8234,12757,15890
Idaho,Nez Perce County,40468,1973,7161,8788,10803,12153,19413,24803
Idaho,Oneida County,4429,172,773,879,1130,1236,2866,3695
Idaho,Owyhee County,11724,466,1994,2949,3919,4281,7312,9399
Idaho,Payette County,23705,887,3715,5353,6708,7479,12206,17199
Idaho,Power County,7635,290,1186,1679,3243,3331,4915,5993
Idaho,Shoshone County,12700,770,3133,3898,4577,5112,7573,9398
Idaho,Teton County,11776,312,1418,1891,2472,2757,4689,6698
Idaho,Twin Falls County,86198,4065,16624,21651,27574,30628,48795,61700
Idaho,Valley County,11085,262,1204,2057,3627,4079,5691,6684
Idaho,Washington County,10128,718,1904,3257,4342,4897,6615,7960
Illinois,Adams County,65670,3477,10481,13408,16854,18281,31621,42161
Illinois,Alexander County,6011,600,1814,2233,2654,2905,4181,4782
Illinois,Bond County,16520,859,2743,3654,4451,4950,7554,9898
Illinois,Boone County,53293,1924,6458,7755,12251,13609,22365,30800
Illinois,Brown County,6599,127,1008,1088,1337,1412,2073,2941
Illinois,Bureau County,32878,1404,5204,7039,8934,9715,16362,21743
Illinois,Calhoun County,4782,150,584,670,897,1002,1705,2705
Illinois,Carroll County,14398,665,1966,2457,3653,3991,6920,8859
Illinois,Cass County,12324,716,2491,2938,3968,4420,6949,8688
Illinois,Champaign County,210006,24995,45341,51640,65120,70682,97703,121569
Illinois,Christian County,32705,1600,4773,7179,8889,10217,16472,21006
Illinois,Clark County,15602,399,1987,2817,3576,4084,7567,10058
Illinois,Clay County,13217,786,2719,3350,4497,4782,6600,8606
Illinois,Clinton County,37549,1132,3881,5823,7639,8255,14190,19632
Illinois,Coles County,51065,4701,11884,14072,16551,18302,27165,34730
Illinois,Cook County,5169517,317488,909298,1109927,1410479,1538864,2302540,2927318
Illinois,Crawford County,18833,965,2735,3347,4572,4873,8132,11172
Illinois,Cumberland County,10787,414,1600,2097,2526,2665,4855,6900
Illinois,DeKalb County,104588,9336,19062,21597,26923,30009,46453,61341
Illinois,De Witt County,15764,664,2428,3215,3678,4315,7175,9672
Illinois,Douglas County,19551,940,2917,4096,5345,5848,9200,12279
Illinois,DuPage County,926005,26876,75779,97280,131661,145421,251215,368925
Illinois,Edgar County,17272,738,2600,3341,4571,5461,9224,11887
Illinois,Edwards County,6431,344,1033,1261,1587,1736,3055,4279
Illinois,Effingham County,34151,1251,5078,6432,8215,8801,14636,21100
Illinois,Fayette County,21418,1598,4214,5070,6944,7757,11208,14147
Illinois,Ford County,13155,789,2042,2862,3741,4189,6737,8552
Illinois,Franklin County,38688,2886,9969,11752,14154,15414,22564,27743
Illinois,Fulton County,34654,2320,5972,7374,9468,10154,15898,21528
Illinois,Gallatin County,4983,442,1348,1559,1817,2056,2807,3552
Illinois,Greene County,12988,735,2108,2880,3853,4230,6558,8690
Illinois,Grundy County,50798,1312,5332,6703,9318,10063,17802,26150
Illinois,Hamilton County,8151,727,1421,1990,2615,2794,4284,5602
Illinois,Hancock County,17820,853,3082,3833,4813,5388,8730,11497
Illinois,Hardin County,3890,186,645,884,1082,1160,1869,2572
Illinois,Henderson County,6737,227,879,1086,1640,1883,3646,4793
Illinois,Henry County,49032,2114,6254,8414,11499,12541,22200,29288
Illinois,Iroquois County,27437,1535,4270,6124,7911,8581,14150,18219
Illinois,Jackson County,57517,6664,16185,18920,22601,23894,32428,37662
Illinois,Jasper County,9547,490,1559,1854,2387,2593,4644,6213
Illinois,Jefferson County,37774,2391,6820,8543,11324,12330,18996,24344
Illinois,Jersey County,21776,717,2308,3029,3935,4344,7589,10535
Illinois,Jo Daviess County,21429,720,2891,3618,4601,5070,9611,12913
Illinois,Johnson County,12391,557,1685,2040,2639,2952,4802,6788
Illinois,Kane County,531756,18079,60036,79751,107014,120554,203361,275439
Illinois,Kankakee County,109924,6428,17791,23544,29414,32152,50354,67047
Illinois,Kendall County,127583,2914,7058,8585,16542,18384,33396,58133
Illinois,Knox County,50052,3352,10413,13291,16245,17566,25536,32837
Illinois,Lake County,699682,24288,72058,92749,121975,136316,223572,301889
Illinois,LaSalle County,108998,6250,17154,21429,27890,31061,50089,66860
Illinois,Lawrence County,15830,760,2330,3269,4107,4810,7322,9243
Illinois,Lee County,34204,1525,4801,6061,7712,8900,14450,19257
Illinois,Livingston County,35757,1470,5616,6951,9070,10414,16782,21618
Illinois,Logan County,28818,1197,3494,4409,5736,6282,11946,16042
Illinois,McDonough County,30107,3017,6895,8280,9855,10394,14917,17835
Illinois,McHenry County,307291,8799,24717,30172,42616,48101,90739,137795
Illinois,McLean County,172164,15532,30040,35286,42289,45515,68431,88375
Illinois,Macon County,104688,6614,19748,24104,29582,32194,49444,65671
Illinois,Macoupin County,45243,3014,8043,10150,12948,13992,22219,29060
Illinois,Madison County,264403,14126,41082,49995,64775,69430,109362,150057
Illinois,Marion County,37524,2685,7771,9774,12209,13486,20395,26257
Illinois,Marshall County,11562,472,1638,2129,2737,2957,5259,7528
Illinois,Mason County,13486,915,2559,3153,4394,4785,7063,9092
Illinois,Massac County,14041,837,2966,3555,4650,5187,7709,9637
Illinois,Menard County,12261,414,1240,1702,2342,2830,4299,6613
